Time,Q (m3/s),Q (ft3/s)
04/13/2017,1.5291072,54
04/14/2017,1.34787968,47.6
04/15/2017,1.22894912,43.4
04/16/2017,1.18081056,41.7
04/17/2017,1.15815712,40.9
04/18/2017,1.01090976,35.7
04/19/2017,0.95993952,33.9
04/20/2017,1.0335632,36.5
04/21/2017,1.17231552,41.4
04/22/2017,1.18081056,41.7
04/23/2017,1.06754336,37.7
04/24/2017,0.95710784,33.8
04/25/2017,0.94294944,33.3
04/26/2017,1.35071136,47.7
04/27/2017,1.23461248,43.6
04/28/2017,1.05904832,37.4
04/29/2017,0.920296,32.5
04/30/2017,0.81552384,28.8
05/01/2017,0.77304864,27.3
05/02/2017,0.82401888,29.1
05/03/2017,0.73906848,26.1
05/04/2017,0.6654448,23.5
05/05/2017,1.20912736,42.7
05/06/2017,1.97651264,69.8
05/07/2017,1.41300832,49.9
05/08/2017,1.07320672,37.9
05/09/2017,0.9061376,32
05/10/2017,0.8211872,29
05/11/2017,0.75889024,26.8
05/12/2017,0.71641504,25.3
05/13/2017,0.74473184,26.3
05/14/2017,2.8599968,101
05/15/2017,1.9397008,68.5
05/16/2017,1.4441568,51
05/17/2017,1.12984032,39.9
05/18/2017,0.9344544,33
05/19/2017,0.85233568,30.1
05/20/2017,0.7220784,25.5
05/21/2017,0.6654448,23.5
05/22/2017,0.65694976,23.2
05/23/2017,0.69092992,24.4
05/24/2017,0.6229696,22
05/25/2017,0.637128,22.5
05/26/2017,1.80094848,63.6
05/27/2017,1.4016816,49.5
05/28/2017,1.0052464,35.5
05/29/2017,0.83251392,29.4
05/30/2017,0.75889024,26.8
05/31/2017,0.73057344,25.8
06/01/2017,0.92879104,32.8
06/02/2017,0.7503952,26.5
06/03/2017,0.62580128,22.1
06/04/2017,0.56067264,19.8
06/05/2017,0.63146464,22.3
06/06/2017,1.2459392,44
06/07/2017,1.39035488,49.1
06/08/2017,0.94578112,33.4
06/09/2017,0.7220784,25.5
06/10/2017,0.5804944,20.5
06/11/2017,0.48421728,17.1
06/12/2017,0.4105936,14.5
06/13/2017,0.36528672,12.9
06/14/2017,0.36528672,12.9
06/15/2017,0.32281152,11.4
06/16/2017,0.3114848,11
06/17/2017,0.39077184,13.8
06/18/2017,0.3681184,13
06/19/2017,0.42192032,14.9
06/20/2017,0.88631584,31.3
06/21/2017,0.56350432,19.9
06/22/2017,0.43324704,15.3
06/23/2017,0.3398016,12
06/24/2017,0.31997984,11.3
06/25/2017,0.3114848,11
06/26/2017,0.2973264,10.5
06/27/2017,0.275239296,9.72
06/28/2017,0.33130656,11.7
06/29/2017,0.29166304,10.3
06/30/2017,0.2973264,10.5
07/01/2017,0.45590048,16.1
07/02/2017,0.36245504,12.8
07/03/2017,0.28883136,10.2
07/04/2017,0.230215584,8.13
07/05/2017,0.200199776,7.07
07/06/2017,0.174714656,6.17
07/07/2017,0.63429632,22.4
07/08/2017,0.68243488,24.1
07/09/2017,0.41625696,14.7
07/10/2017,0.29449472,10.4
07/11/2017,0.70508832,24.9
07/12/2017,0.71641504,25.3
07/13/2017,1.32805792,46.9
07/14/2017,1.37053312,48.4
07/15/2017,0.82968224,29.3
07/16/2017,0.58332608,20.6
07/17/2017,0.43324704,15.3
07/18/2017,0.48988064,17.3
07/19/2017,1.07320672,37.9
07/20/2017,0.70792,25
07/21/2017,0.48421728,17.1
07/22/2017,0.3681184,13
07/23/2017,0.30582144,10.8
07/24/2017,0.66261312,23.4
07/25/2017,0.73340512,25.9
07/26/2017,0.55500928,19.6
07/27/2017,0.44174208,15.6
07/28/2017,0.40209856,14.2
07/29/2017,0.33130656,11.7
07/30/2017,0.274389792,9.69
07/31/2017,0.232764096,8.22
08/01/2017,0.212376,7.5
08/02/2017,0.3822768,13.5
08/03/2017,0.59182112,20.9
08/04/2017,0.33696992,11.9
08/05/2017,1.26859264,44.8
08/06/2017,0.86083072,30.4
08/07/2017,0.5380192,19
08/08/2017,0.45023712,15.9
08/09/2017,0.36528672,12.9
08/10/2017,0.29449472,10.4
08/11/2017,0.25909872,9.15
08/12/2017,0.268443264,9.48
08/13/2017,0.238993792,8.44
08/14/2017,0.208411648,7.36
08/15/2017,0.194536416,6.87
08/16/2017,0.188873056,6.67
08/17/2017,0.16565328,5.85
08/18/2017,0.152627552,5.39
08/19/2017,0.156875072,5.54
08/20/2017,0.137053312,4.84
08/21/2017,0.126859264,4.48
08/22/2017,0.118364224,4.18
08/23/2017,0.11893056,4.2
08/24/2017,0.105621664,3.73
08/25/2017,0.092595936,3.27
08/26/2017,0.085516736,3.02
08/27/2017,0.07645536,2.7
08/28/2017,0.071924672,2.54
08/29/2017,0.06654448,2.35
08/30/2017,0.085799904,3.03
08/31/2017,0.075889024,2.68
09/01/2017,0.051819744,1.83
09/02/2017,0.070225664,2.48
09/03/2017,0.094578112,3.34
09/04/2017,0.141017664,4.98
09/05/2017,0.096560288,3.41
09/06/2017,0.137902816,4.87
09/07/2017,0.70508832,24.9
09/08/2017,0.37661344,13.3
09/09/2017,0.267310592,9.44
09/10/2017,0.199067104,7.03
09/11/2017,0.15857408,5.6
09/12/2017,0.134787968,4.76
09/13/2017,0.11751472,4.15
09/14/2017,0.108453344,3.83
09/15/2017,0.105338496,3.72
09/16/2017,0.098542464,3.48
09/17/2017,0.075605856,2.67
09/18/2017,0.07928704,2.8
09/19/2017,0.078720704,2.78
09/20/2017,0.08070288,2.85
09/21/2017,0.078154368,2.76
09/22/2017,0.069092992,2.44
09/23/2017,0.064562304,2.28
09/24/2017,0.05946528,2.1
09/25/2017,0.060597952,2.14
09/26/2017,0.06088112,2.15
09/27/2017,0.050403904,1.78
09/28/2017,0.044457376,1.57
09/29/2017,0.039360352,1.39
09/30/2017,0.036528672,1.29
10/01/2017,0.03681184,1.3
10/02/2017,0.036245504,1.28
10/03/2017,0.031431648,1.11
10/04/2017,0.030582144,1.08
10/05/2017,0.030582144,1.08
10/06/2017,0.02973264,1.05
10/07/2017,0.030865312,1.09
10/08/2017,0.069659328,2.46
10/09/2017,0.12459392,4.4
10/10/2017,0.12600976,4.45
10/11/2017,0.087498912,3.09
10/12/2017,0.071358336,2.52
10/13/2017,0.059748448,2.11
10/14/2017,0.05521776,1.95
10/15/2017,0.05380192,1.9
10/16/2017,0.054651424,1.93
10/17/2017,0.06088112,2.15
10/18/2017,0.052669248,1.86
10/19/2017,0.044174208,1.56
10/20/2017,0.041908864,1.48
10/21/2017,0.038794016,1.37
10/22/2017,0.037378176,1.32
10/23/2017,0.037661344,1.33
10/24/2017,0.08353456,2.95
10/25/2017,0.5804944,20.5
10/26/2017,2.12942336,75.2
10/27/2017,1.0052464,35.5
10/28/2017,0.48988064,17.3
10/29/2017,1.29974112,45.9
10/30/2017,7.8720704,278
10/31/2017,2.2370272,79
11/01/2017,1.19780064,42.3
11/02/2017,0.90047424,31.8
11/03/2017,0.75322688,26.6
11/04/2017,0.65694976,23.2
11/05/2017,0.6088112,21.5
11/06/2017,0.5946528,21
11/07/2017,0.59182112,20.9
11/08/2017,0.60031616,21.2
11/09/2017,0.54085088,19.1
11/10/2017,0.52669248,18.6
11/11/2017,0.47005888,16.6
11/12/2017,0.47572224,16.8
11/13/2017,0.46439552,16.4
11/14/2017,0.47005888,16.6
11/15/2017,0.4530688,16
11/16/2017,0.56916768,20.1
11/17/2017,0.66261312,23.4
11/18/2017,0.55784096,19.7
11/19/2017,0.80136544,28.3
11/20/2017,0.70225664,24.8
11/21/2017,0.5946528,21
11/22/2017,0.83817728,29.6
11/23/2017,0.89481088,31.6
11/24/2017,0.72774176,25.7
11/25/2017,0.64845472,22.9
11/26/2017,0.59748448,21.1
11/27/2017,0.5521776,19.5
11/28/2017,0.5097024,18
11/29/2017,0.50687072,17.9
11/30/2017,0.4813856,17
12/01/2017,0.48988064,17.3
12/02/2017,0.47855392,16.9
12/03/2017,0.46156384,16.3
12/04/2017,0.44740544,15.8
12/05/2017,0.46156384,16.3
12/06/2017,1.0901968,38.5
12/07/2017,0.81835552,28.9
12/08/2017,0.68809824,24.3
12/09/2017,0.65411808,23.1
12/10/2017,0.68809824,24.3
12/11/2017,0.64279136,22.7
12/12/2017,0.70792,25
12/13/2017,0.8070288,28.5
12/14/2017,0.6512864,23
12/15/2017,0.58898944,20.8
12/16/2017,0.5521776,19.5
12/17/2017,0.54368256,19.2
12/18/2017,0.5521776,19.5
12/19/2017,0.58898944,20.8
12/20/2017,0.69659328,24.6
12/21/2017,0.61730624,21.8
12/22/2017,0.56350432,19.9
12/23/2017,0.78154368,27.6
12/24/2017,1.01090976,35.7
12/25/2017,0.88348416,31.2
12/26/2017,0.76738528,27.1
12/27/2017,0.64562304,22.8
12/28/2017,0.52952416,18.7
12/29/2017,0.48421728,17.1
12/30/2017,0.45873216,16.2
12/31/2017,0.43607872,15.4
01/01/2018,0.41908864,14.8
01/02/2018,0.41342528,14.6
01/03/2018,0.41625696,14.7
01/04/2018,0.43041536,15.2
01/05/2018,0.5238608,18.5
01/06/2018,0.57766272,20.4
01/07/2018,0.54934592,19.4
01/08/2018,0.54934592,19.4
01/09/2018,0.60031616,21.2
01/10/2018,0.58332608,20.6
01/11/2018,0.5946528,21
01/12/2018,3.964352,140
01/13/2018,8.1835552,289
01/14/2018,2.42958144,85.8
01/15/2018,1.24877088,44.1
01/16/2018,1.05338496,37.2
01/17/2018,0.99958304,35.3
01/18/2018,0.92879104,32.8
01/19/2018,0.87498912,30.9
01/20/2018,0.89481088,31.6
01/21/2018,0.88631584,31.3
01/22/2018,0.91180096,32.2
01/23/2018,2.54001696,89.7
01/24/2018,2.59665056,91.7
01/25/2018,1.55459232,54.9
01/26/2018,1.274256,45
01/27/2018,1.16382048,41.1
01/28/2018,1.42433504,50.3
01/29/2018,1.26576096,44.7
01/30/2018,1.14966208,40.6
01/31/2018,1.03639488,36.6
02/01/2018,1.01657312,35.9
02/02/2018,1.27142432,44.9
02/03/2018,0.94578112,33.4
02/04/2018,1.0052464,35.5
02/05/2018,2.68726432,94.9
02/06/2018,1.5007904,53
02/07/2018,1.5007904,53
02/08/2018,1.96518592,69.4
02/09/2018,1.34787968,47.6
02/10/2018,1.33938464,47.3
02/11/2018,5.1253408,181
02/12/2018,4.8704896,172
02/13/2018,2.55700704,90.3
02/14/2018,2.0104928,71
02/15/2018,1.88589888,66.6
02/16/2018,1.90572064,67.3
02/17/2018,1.6706912,59
02/18/2018,1.6140576,57
02/19/2018,1.58290912,55.9
02/20/2018,2.54001696,89.7
02/21/2018,2.08977984,73.8
02/22/2018,1.80094848,63.6
02/23/2018,1.76130496,62.2
02/24/2018,2.1096016,74.5
02/25/2018,2.80902656,99.2
02/26/2018,2.64478912,93.4
02/27/2018,1.92271072,67.9
02/28/2018,1.66785952,58.9
03/01/2018,1.50928544,53.3
03/02/2018,4.0776192,144
03/03/2018,6.8243488,241
03/04/2018,3.256432,115
03/05/2018,2.49471008,88.1
03/06/2018,2.0954432,74
03/07/2018,1.92837408,68.1
03/08/2018,2.2511856,79.5
03/09/2018,1.95669088,69.1
03/10/2018,1.71882976,60.7
03/11/2018,1.63387936,57.7
03/12/2018,1.63387936,57.7
03/13/2018,1.77263168,62.6
03/14/2018,1.70467136,60.2
03/15/2018,1.62538432,57.4
03/16/2018,1.486632,52.5
03/17/2018,1.32239456,46.7
03/18/2018,1.23744416,43.7
03/19/2018,1.15532544,40.8
03/20/2018,1.10718688,39.1
03/21/2018,1.06471168,37.6
03/22/2018,1.12417696,39.7
03/23/2018,1.203464,42.5
03/24/2018,1.2176224,43
03/25/2018,1.19780064,42.3
03/26/2018,1.11568192,39.4
03/27/2018,1.09869184,38.8
03/28/2018,1.1043552,39
03/29/2018,1.0901968,38.5
03/30/2018,1.1185136,39.5
03/31/2018,1.0760384,38
04/01/2018,0.96843456,34.2
04/02/2018,0.98825632,34.9
04/03/2018,1.29124608,45.6
04/04/2018,2.05013632,72.4
04/05/2018,1.7981168,63.5
04/06/2018,1.4299984,50.5
04/07/2018,1.45548352,51.4
04/08/2018,1.25726592,44.4
04/09/2018,1.11285024,39.3
04/10/2018,1.05338496,37.2
04/11/2018,1.0194048,36
04/12/2018,0.96560288,34.1
04/13/2018,0.95427616,33.7
04/14/2018,0.9061376,32
04/15/2018,0.849504,30
04/16/2018,9.1463264,323
04/17/2018,8.6083072,304
04/18/2018,3.4546496,122
04/19/2018,2.79769984,98.8
04/20/2018,2.32480928,82.1
04/21/2018,1.9255424,68
04/22/2018,1.65086944,58.3
04/23/2018,1.47813696,52.2
04/24/2018,1.36486976,48.2
04/25/2018,2.0388096,72
04/26/2018,2.973264,105
04/27/2018,2.16340352,76.4
04/28/2018,2.0671264,73
04/29/2018,1.7414832,61.5
04/30/2018,1.55176064,54.8
05/01/2018,1.39601824,49.3
05/02/2018,1.27991936,45.2
05/03/2018,1.17231552,41.4
05/04/2018,1.16382048,41.1
05/05/2018,1.05904832,37.4
05/06/2018,1.15249376,40.7
05/07/2018,1.65936448,58.6
05/08/2018,1.23461248,43.6
05/09/2018,1.08453344,38.3
05/10/2018,0.9486128,33.5
05/11/2018,0.87498912,30.9
05/12/2018,0.85233568,30.1
05/13/2018,0.87498912,30.9
05/14/2018,0.8211872,29
05/15/2018,1.00807808,35.6
05/16/2018,1.65370112,58.4
05/17/2018,1.2459392,44
05/18/2018,0.96843456,34.2
05/19/2018,0.91180096,32.2
05/20/2018,1.13833536,40.2
05/21/2018,0.97409792,34.4
05/22/2018,0.8211872,29
05/23/2018,0.78720704,27.8
05/24/2018,0.65978144,23.3
05/25/2018,0.57766272,20.4
05/26/2018,0.52102912,18.4
05/27/2018,0.48988064,17.3
05/28/2018,0.49271232,17.4
05/29/2018,0.47289056,16.7
05/30/2018,0.42192032,14.9
05/31/2018,0.37661344,13.3
06/01/2018,0.37378176,13.2
06/02/2018,0.37378176,13.2
06/03/2018,0.34546496,12.2
06/04/2018,0.47289056,16.7
06/05/2018,0.4672272,16.5
06/06/2018,0.424752,15
06/07/2018,0.37661344,13.3
06/08/2018,0.33413824,11.8
06/09/2018,0.2973264,10.5
06/10/2018,0.275239296,9.72
06/11/2018,0.259381888,9.16
06/12/2018,0.229082912,8.09
06/13/2018,0.218888864,7.73
06/14/2018,0.238144288,8.41
06/15/2018,0.21520768,7.6
06/16/2018,0.207562144,7.33
06/17/2018,0.190288896,6.72
06/18/2018,0.238427456,8.42
06/19/2018,0.55500928,19.6
06/20/2018,0.29449472,10.4
06/21/2018,0.239560128,8.46
06/22/2018,0.200482944,7.08
06/23/2018,0.173298816,6.12
06/24/2018,0.32847488,11.6
06/25/2018,0.50120736,17.7
06/26/2018,0.269575936,9.52
06/27/2018,0.20812848,7.35
06/28/2018,2.07562144,73.3
06/29/2018,1.88589888,66.6
06/30/2018,0.83817728,29.6
07/01/2018,0.51819744,18.3
07/02/2018,0.38794016,13.7
07/03/2018,0.30298976,10.7
07/04/2018,0.25201952,8.9
07/05/2018,0.211809664,7.48
07/06/2018,0.245506656,8.67
07/07/2018,0.253718528,8.96
07/08/2018,0.196235424,6.93
07/09/2018,0.164520608,5.81
07/10/2018,0.147530528,5.21
07/11/2018,0.139601824,4.93
07/12/2018,0.129974112,4.59
07/13/2018,0.111001856,3.92
07/14/2018,0.102223648,3.61
07/15/2018,0.096843456,3.42
07/16/2018,0.09486128,3.35
07/17/2018,0.35112832,12.4
07/18/2018,0.87498912,30.9
07/19/2018,0.43607872,15.4
07/20/2018,0.27750464,9.8
07/21/2018,0.20246512,7.15
07/22/2018,0.37378176,13.2
07/23/2018,0.88065248,31.1
07/24/2018,0.61730624,21.8
07/25/2018,0.5238608,18.5
07/26/2018,1.29124608,45.6
07/27/2018,1.17231552,41.4
07/28/2018,0.66827648,23.6
07/29/2018,0.45873216,16.2
07/30/2018,0.34263328,12.1
07/31/2018,0.28599968,10.1
08/01/2018,0.25343536,8.95
08/02/2018,0.44740544,15.8
08/03/2018,0.68809824,24.3
08/04/2018,3.0015808,106
08/05/2018,2.23136384,78.8
08/06/2018,0.95144448,33.6
08/07/2018,0.62580128,22.1
08/08/2018,0.48704896,17.2
08/09/2018,0.5380192,19
08/10/2018,0.3822768,13.5
08/11/2018,1.57724576,55.7
08/12/2018,1.1751472,41.5
08/13/2018,0.8778208,31
08/14/2018,2.25684896,79.7
08/15/2018,1.9963344,70.5
08/16/2018,0.98825632,34.9
08/17/2018,0.71641504,25.3
08/18/2018,0.84667232,29.9
08/19/2018,0.92595936,32.7
08/20/2018,0.63995968,22.6
08/21/2018,0.5521776,19.5
08/22/2018,0.70792,25
08/23/2018,0.60597952,21.4
08/24/2018,0.4813856,17
08/25/2018,0.41908864,14.8
08/26/2018,0.37095008,13.1
08/27/2018,0.3681184,13
08/28/2018,0.3681184,13
08/29/2018,0.31997984,11.3
08/30/2018,0.275805632,9.74
08/31/2018,0.257966048,9.11
09/01/2018,0.246072992,8.69
09/02/2018,0.229082912,8.09
09/03/2018,0.214641344,7.58
09/04/2018,0.204730464,7.23
09/05/2018,0.191704736,6.77
09/06/2018,0.34263328,12.1
09/07/2018,0.48704896,17.2
09/08/2018,0.3256432,11.5
09/09/2018,0.269859104,9.53
09/10/2018,0.3398016,12
09/11/2018,1.12700864,39.8
09/12/2018,2.72973952,96.4
09/13/2018,6.2013792,219
09/14/2018,2.44373984,86.3
09/15/2018,1.26859264,44.8
09/16/2018,0.88914752,31.4
09/17/2018,0.71358336,25.2
09/18/2018,3.0582144,108
09/19/2018,2.31065088,81.6
09/20/2018,1.31389952,46.4
09/21/2018,0.99958304,35.3
09/22/2018,0.8778208,31
09/23/2018,0.76172192,26.9
09/24/2018,0.69942496,24.7
09/25/2018,4.8704896,172
09/26/2018,9.486128,335
09/27/2018,4.530688,160
09/28/2018,3.6245504,128
09/29/2018,2.65045248,93.6
09/30/2018,1.8830672,66.5
10/01/2018,1.55459232,54.9
10/02/2018,2.32764096,82.2
10/03/2018,4.4174208,156
10/04/2018,2.48621504,87.8
10/05/2018,1.82077024,64.3
10/06/2018,1.5007904,53
10/07/2018,1.36203808,48.1
10/08/2018,1.25726592,44.4
10/09/2018,1.22328576,43.2
10/10/2018,1.132672,40
10/11/2018,1.74997824,61.8
10/12/2018,2.44657152,86.4
10/13/2018,1.61688928,57.1
10/14/2018,1.36486976,48.2
10/15/2018,1.1893056,42
10/16/2018,1.29124608,45.6
10/17/2018,1.12700864,39.8
10/18/2018,0.99391968,35.1
10/19/2018,0.92595936,32.7
10/20/2018,0.90047424,31.8
10/21/2018,0.88348416,31.2
10/22/2018,0.8211872,29
10/23/2018,0.80419712,28.4
10/24/2018,0.78720704,27.8
10/25/2018,0.7503952,26.5
10/26/2018,0.7220784,25.5
10/27/2018,1.2176224,43
10/28/2018,1.42150336,50.2
10/29/2018,1.23461248,43.6
10/30/2018,1.05055328,37.1
10/31/2018,0.9061376,32
11/01/2018,0.84667232,29.9
11/02/2018,1.03922656,36.7
11/03/2018,6.5411808,231
11/04/2018,3.1714816,112
11/05/2018,2.04730464,72.3
11/06/2018,2.8883136,102
11/07/2018,2.9449472,104
11/08/2018,2.04164128,72.1
11/09/2018,1.87457216,66.2
11/10/2018,3.5962336,127
11/11/2018,2.33896768,82.6
11/12/2018,1.84908704,65.3
11/13/2018,4.4740544,158
11/14/2018,3.7095008,131
11/15/2018,2.43241312,85.9
11/16/2018,2.8883136,102
11/17/2018,2.75805632,97.4
11/18/2018,2.45223488,86.6
11/19/2018,2.23136384,78.8
11/20/2018,2.58249216,91.2
11/21/2018,2.38710624,84.3
11/22/2018,1.86041376,65.7
11/23/2018,1.55176064,54.8
11/24/2018,1.46681024,51.8
11/25/2018,2.8883136,102
11/26/2018,2.59381888,91.6
11/27/2018,4.5023712,159
11/28/2018,2.9166304,103
11/29/2018,2.1803936,77
11/30/2018,1.84625536,65.2
12/01/2018,1.67918624,59.3
12/02/2018,3.0015808,106
12/03/2018,2.76655136,97.7
12/04/2018,2.03597792,71.9
12/05/2018,1.70750304,60.3
12/06/2018,1.53477056,54.2
12/07/2018,1.42150336,50.2
12/08/2018,1.26576096,44.7
12/09/2018,1.16382048,41.1
12/10/2018,1.14116704,40.3
12/11/2018,1.06754336,37.7
12/12/2018,1.05055328,37.1
12/13/2018,0.98825632,34.9
12/14/2018,1.0052464,35.5
12/15/2018,1.14966208,40.6
12/16/2018,1.29124608,45.6
12/17/2018,1.88589888,66.6
12/18/2018,1.36486976,48.2
12/19/2018,1.10152352,38.9
12/20/2018,1.01090976,35.7
12/21/2018,5.5784096,197
12/22/2018,5.5784096,197
12/23/2018,2.74956128,97.1
12/24/2018,2.10676992,74.4
12/25/2018,1.79245344,63.3
12/26/2018,1.5432656,54.5
12/27/2018,1.42716672,50.4
12/28/2018,1.91704736,67.7
12/29/2018,2.5201952,89
12/30/2018,1.81793856,64.2
12/31/2018,1.58290912,55.9
01/01/2019,3.3413824,118
01/02/2019,2.25401728,79.6
01/03/2019,1.81510688,64.1
01/04/2019,1.59706752,56.4
01/05/2019,3.4829664,123
01/06/2019,3.964352,140
01/07/2019,2.35595776,83.2
01/08/2019,1.98783936,70.2
01/09/2019,2.41825472,85.4
01/10/2019,2.01332448,71.1
01/11/2019,1.5857408,56
01/12/2019,1.37902816,48.7
01/13/2019,1.203464,42.5
01/14/2019,1.12700864,39.8
01/15/2019,1.06754336,37.7
01/16/2019,1.02789984,36.3
01/17/2019,1.01090976,35.7
01/18/2019,1.00241472,35.4
01/19/2019,1.0052464,35.5
01/20/2019,1.38185984,48.8
01/21/2019,1.14966208,40.6
01/22/2019,1.1043552,39
01/23/2019,1.07320672,37.9
01/24/2019,11.2700864,398
01/25/2019,8.8065248,311
01/26/2019,3.2847488,116
01/27/2019,2.31065088,81.6
01/28/2019,1.92837408,68.1
01/29/2019,1.7131664,60.5
01/30/2019,1.67352288,59.1
01/31/2019,1.41017664,49.8
02/01/2019,1.26576096,44.7
02/02/2019,1.203464,42.5
02/03/2019,1.20629568,42.6
02/04/2019,1.39035488,49.1
02/05/2019,1.41867168,50.1
02/06/2019,1.39035488,49.1
02/07/2019,2.2795024,80.5
02/08/2019,2.10393824,74.3
02/09/2019,1.69051296,59.7
02/10/2019,1.31106784,46.3
02/11/2019,1.21479072,42.9
02/12/2019,1.08736512,38.4
02/13/2019,1.486632,52.5
02/14/2019,1.32522624,46.8
02/15/2019,1.2600976,44.5
02/16/2019,1.39884992,49.4
02/17/2019,1.22045408,43.1
02/18/2019,1.17797888,41.6
02/19/2019,1.08170176,38.2
02/20/2019,0.90896928,32.1
02/21/2019,1.14116704,40.3
02/22/2019,1.16948384,41.3
02/23/2019,1.07037504,37.8
02/24/2019,1.69334464,59.8
02/25/2019,1.97084928,69.6
02/26/2019,1.38185984,48.8
02/27/2019,1.27142432,44.9
02/28/2019,1.07887008,38.1
03/01/2019,0.98825632,34.9
03/02/2019,0.98259296,34.7
03/03/2019,0.98259296,34.7
03/04/2019,1.11568192,39.4
03/05/2019,0.96843456,34.2
03/06/2019,0.90047424,31.8
03/07/2019,0.83251392,29.4
03/08/2019,0.78154368,27.6
03/09/2019,0.76172192,26.9
03/10/2019,0.88348416,31.2
03/11/2019,1.09302848,38.6
03/12/2019,1.11001856,39.2
03/13/2019,0.99958304,35.3
03/14/2019,1.1893056,42
03/15/2019,1.96518592,69.4
03/16/2019,4.105936,145
03/17/2019,2.56833376,90.7
03/18/2019,1.83492864,64.8
03/19/2019,1.56875072,55.4
03/20/2019,1.44698848,51.1
03/21/2019,1.39601824,49.3
03/22/2019,5.5500928,196
03/23/2019,4.5873216,162
03/24/2019,2.8883136,102
03/25/2019,2.4635616,87
03/26/2019,2.00482944,70.8
03/27/2019,1.73298816,61.2
03/28/2019,1.58290912,55.9
03/29/2019,1.55176064,54.8
03/30/2019,1.49795872,52.9
03/31/2019,1.66219616,58.7
04/01/2019,1.75847328,62.1
04/02/2019,1.41017664,49.8
04/03/2019,1.31956288,46.6
04/04/2019,1.1751472,41.5
04/05/2019,1.09586016,38.7
04/06/2019,1.29974112,45.9
04/07/2019,1.15532544,40.8
04/08/2019,2.20021536,77.7
04/09/2019,2.01615616,71.2
04/10/2019,1.6848496,59.5
04/11/2019,1.36770144,48.3
04/12/2019,1.24877088,44.1
04/13/2019,4.389104,155
04/14/2019,2.70991776,95.7
04/15/2019,8.353456,295
04/16/2019,5.3518752,189
04/17/2019,2.973264,105
04/18/2019,2.38710624,84.3
04/19/2019,2.13225504,75.3
04/20/2019,4.0776192,144
04/21/2019,3.681184,130
04/22/2019,2.6617792,94
04/23/2019,2.58249216,91.2
04/24/2019,2.25401728,79.6
04/25/2019,1.8264336,64.5
04/26/2019,2.973264,105
04/27/2019,11.32672,400
04/28/2019,4.5023712,159
04/29/2019,3.1714816,112
04/30/2019,2.8883136,102
05/01/2019,2.40975968,85.1
05/02/2019,2.11243328,74.6
05/03/2019,1.90005728,67.1
05/04/2019,1.96518592,69.4
05/05/2019,2.00199776,70.7
05/06/2019,1.99350272,70.4
05/07/2019,1.65086944,58.3
05/08/2019,1.73298816,61.2
05/09/2019,1.41017664,49.8
05/10/2019,1.28558272,45.4
05/11/2019,1.41300832,49.9
05/12/2019,1.92271072,67.9
05/13/2019,2.63912576,93.2
05/14/2019,2.49754176,88.2
05/15/2019,1.7698,62.5
05/16/2019,1.46114688,51.6
05/17/2019,1.3308896,47
05/18/2019,1.24027584,43.8
05/19/2019,1.1468304,40.5
05/20/2019,1.345048,47.5
05/21/2019,1.27142432,44.9
05/22/2019,1.02506816,36.2
05/23/2019,0.94294944,33.3
05/24/2019,1.27991936,45.2
05/25/2019,0.97126624,34.3
05/26/2019,0.86083072,30.4
05/27/2019,0.76738528,27.1
05/28/2019,0.76738528,27.1
05/29/2019,0.95710784,33.8
05/30/2019,1.1043552,39
05/31/2019,1.12134528,39.6
06/01/2019,0.83817728,29.6
06/02/2019,0.70508832,24.9
06/03/2019,0.6654448,23.5
06/04/2019,0.57766272,20.4
06/05/2019,0.54368256,19.2
06/06/2019,0.54085088,19.1
06/07/2019,0.49271232,17.4
06/08/2019,0.44457376,15.7
06/09/2019,0.39926688,14.1
06/10/2019,0.37661344,13.3
06/11/2019,0.65694976,23.2
06/12/2019,0.51819744,18.3
06/13/2019,0.61164288,21.6
06/14/2019,0.637128,22.5
06/15/2019,0.50687072,17.9
06/16/2019,0.48421728,17.1
06/17/2019,0.5097024,18
06/18/2019,0.49271232,17.4
06/19/2019,0.56350432,19.9
06/20/2019,0.61164288,21.6
06/21/2019,0.77021696,27.2
06/22/2019,0.6512864,23
06/23/2019,0.50120736,17.7
06/24/2019,0.40209856,14.2
06/25/2019,0.41625696,14.7
06/26/2019,0.45023712,15.9
06/27/2019,0.34546496,12.2
06/28/2019,0.2973264,10.5
06/29/2019,0.264195744,9.33
06/30/2019,0.36528672,12.9
07/01/2019,0.34263328,12.1
07/02/2019,0.26051456,9.2
07/03/2019,0.237011616,8.37
07/04/2019,0.213508672,7.54
07/05/2019,0.190288896,6.72
07/06/2019,0.230498752,8.14
07/07/2019,0.37378176,13.2
07/08/2019,0.236162112,8.34
07/09/2019,0.201898784,7.13
07/10/2019,0.171033472,6.04
07/11/2019,0.150928544,5.33
07/12/2019,0.78437536,27.7
07/13/2019,0.50120736,17.7
07/14/2019,0.3398016,12
07/15/2019,0.24494032,8.65
07/16/2019,0.193686912,6.84
07/17/2019,0.195669088,6.91
07/18/2019,0.53235584,18.8
07/19/2019,0.43607872,15.4
07/20/2019,0.3114848,11
07/21/2019,0.246639328,8.71
07/22/2019,0.24210864,8.55
07/23/2019,0.91180096,32.2
07/24/2019,0.68243488,24.1
07/25/2019,0.4389104,15.5
07/26/2019,0.3114848,11
07/27/2019,0.244373984,8.63
07/28/2019,0.20104928,7.1
07/29/2019,0.172166144,6.08
07/30/2019,0.151211712,5.34
